run_id,timestamp_utc,study,arm,selector,readout,prompt,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,status,error,wall_sec,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,interventions_used,submit_directed,submit_undirected,steps_taken,pc_skeleton_f1_ceiling,pc_truth_in_class,belief_undirected_final,decisions,decisions_correct,decisions_wrong,decisions_abstain,orientations_correct,orientations_wrong,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,total_tokens,cost_usd,llm_latency_sec
20260819T074348Z,2026-08-19T07:43:48.428096+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,123393401,1233934010007,4,4,300,150,2,1,4,success,,5.274,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1,0,3,0,0,0.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
20260819T074348Z,2026-08-19T07:43:53.723881+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1943031107,19430311070007,4,4,300,150,3,2,4,success,,0.991,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,667,64,731,0.0002887,0.9854
20260819T074348Z,2026-08-19T07:43:48.428648+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,325160078,3251600780007,4,4,300,150,3,2,4,success,,6.398,0.8571428571428571,1.0,0.3333333333333333,0.25,0.28571428571428575,3,1,3,0,1,0.857143,0,0,1,0,1,0,0,1,1,0,0,668,65,733,0.00029045,1.1242
20260819T074348Z,2026-08-19T07:43:48.429019+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,239607114,2396071140007,4,4,300,150,2,1,4,success,,6.937,0.8571428571428571,1.0,0.3333333333333333,0.25,0.28571428571428575,3,1,3,0,1,0.857143,0,0,1,1,0,0,1,0,1,0,0,670,62,732,0.00028665,1.6651
20260819T074348Z,2026-08-19T07:43:54.853469+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1078156455,10781564550007,4,4,300,150,2,1,4,success,,0.893,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,669,63,732,0.00028782,0.8869
20260819T074348Z,2026-08-19T07:43:54.748195+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1580201974,15802019740007,4,4,300,150,2,1,4,success,,1.004,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,669,63,732,0.00028782,0.9983
20260819T074348Z,2026-08-19T07:43:48.429318+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1279549348,12795493480007,4,4,300,150,2,1,4,success,,8.732,1.0,1.0,0.0,0.0,0.0,4,1,4,0,1,1.0,1,0,3,0,3,0,0,4,3,0,0,2006,216,2222,0.00090266,3.4604
20260819T074348Z,2026-08-19T07:43:55.804586+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1004126917,10041269170108,6,6,300,150,3,2,6,success,,1.97,0.9090909090909091,1.0,0.6,0.5,0.5454545454545454,3,1,5,0,1,0.909091,0,0,2,2,0,0,2,0,2,0,0,1335,122,1457,0.00056891,1.9547
20260819T074348Z,2026-08-19T07:43:48.428831+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1719885688,17198856880007,4,4,300,150,3,2,4,success,,9.521,1.0,1.0,0.25,0.25,0.25,3,2,4,0,2,1.0,1,0,4,1,3,0,1,3,4,0,0,2673,268,2941,0.0011738,4.2504
20260819T074348Z,2026-08-19T07:43:48.428438+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,295485567,2954855670007,4,4,300,150,3,2,4,success,,10.663,1.0,1.0,1.0,1.0,1.0,0,2,4,0,2,1.0,1,0,4,4,0,0,4,0,4,0,0,2674,258,2932,0.00115947,5.3885
20260819T074348Z,2026-08-19T07:43:57.192617+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1343008841,13430088410108,6,6,300,150,2,1,6,success,,2.017,0.9090909090909091,1.0,0.8,0.6666666666666666,0.7272727272727272,2,1,5,0,1,0.909091,0,0,2,1,1,0,1,1,2,0,0,1337,123,1460,0.00057096,2.0045
20260819T074348Z,2026-08-19T07:43:59.132601+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,920829464,9208294640108,6,6,300,150,3,2,6,success,,0.842,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,6,0,1,1.0,0,0,1,1,0,0,2,0,1,0,0,668,62,730,0.00028607,0.8308
20260819T074348Z,2026-08-19T07:43:55.391442+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1158667886,11586678860007,4,4,300,150,2,1,4,success,,4.606,0.8571428571428571,1.0,0.3333333333333333,0.25,0.28571428571428575,3,2,3,0,2,0.857143,0,0,3,1,2,0,1,2,3,0,0,2006,208,2214,0.00089095,4.5982
20260819T074348Z,2026-08-19T07:43:57.806888+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,848528041,8485280410108,6,6,300,150,3,2,6,success,,2.31,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,6,0,2,1.0,1,0,2,1,1,0,1,1,2,0,0,1337,135,1472,0.00058851,2.2972
20260819T074348Z,2026-08-19T07:43:57.987400+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,433882786,4338827860108,6,6,300,150,3,2,6,success,,2.204,0.8333333333333334,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,2,6,0,2,0.833333,0,0,2,1,1,0,1,1,2,0,0,1337,141,1478,0.00059728,2.1926
20260819T074348Z,2026-08-19T07:43:59.242148+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,424836758,4248367580108,6,6,300,150,2,1,6,success,,2.008,1.0,1.0,1.0,1.0,1.0,0,1,6,0,1,1.0,1,0,2,2,0,0,4,0,2,0,0,1338,125,1463,0.00057418,1.9937
20260819T074348Z,2026-08-19T07:44:00.151561+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1761685205,17616852050108,6,6,300,150,2,1,6,success,,2.123,0.9090909090909091,0.0,0.6,0.5,0.5454545454545454,3,2,5,0,2,0.909091,0,0,2,1,1,0,1,1,2,0,0,1337,137,1474,0.00059143,2.1129
20260819T074348Z,2026-08-19T07:44:00.225617+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,2,1170454109,11704541090209,8,8,300,150,3,2,8,success,,2.139,1.0,1.0,1.0,1.0,1.0,0,2,8,0,2,1.0,1,0,2,2,0,0,2,0,2,0,0,1338,125,1463,0.00057418,2.1218
20260819T074348Z,2026-08-19T07:44:00.045882+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,674912463,6749124630108,6,6,300,150,3,2,6,success,,3.097,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,6,0,2,1.0,1,0,3,1,2,0,1,2,3,0,0,2006,206,2212,0.00088803,3.0858
20260819T074348Z,2026-08-19T07:44:00.003546+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1036482875,10364828750108,6,6,300,150,3,2,6,success,,4.155,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,2,6,0,2,1.0,1,0,4,3,1,0,3,1,4,0,0,2675,269,2944,0.00117585,4.139
20260819T074348Z,2026-08-19T07:44:02.399407+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,2,113229833,1132298330209,8,8,300,150,3,2,8,success,,2.949,1.0,1.0,1.0,1.0,1.0,0,2,8,0,2,1.0,1,0,3,3,0,0,3,0,3,0,0,2004,208,2212,0.00089037,2.9318
20260819T074348Z,2026-08-19T07:44:02.312646+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,2,490919193,4909191930209,8,8,300,150,3,2,8,success,,3.791,0.7999999999999999,0.3333333333333333,0.42857142857142855,0.375,0.39999999999999997,6,2,7,0,2,0.8,0,0,4,2,2,0,2,3,4,0,0,2670,252,2922,0.00114953,3.7686
20260819T074348Z,2026-08-19T07:44:03.181751+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,2,115210587,1152105870209,8,8,300,150,3,2,8,success,,3.053,0.9333333333333333,0.888888888888889,0.8571428571428571,0.75,0.7999999999999999,2,2,7,0,2,0.933333,0,0,3,2,1,0,2,1,3,0,0,2000,197,2197,0.00087311,3.0315
20260819T074348Z,2026-08-19T07:44:01.281921+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,2,1922145947,19221459470209,8,8,300,150,3,2,8,success,,4.969,0.9333333333333333,0.8,0.7142857142857143,0.625,0.6666666666666666,3,3,7,0,3,0.933333,0,0,5,3,2,0,3,2,5,0,0,3338,327,3665,0.0014546,4.9474
20260819T074348Z,2026-08-19T07:44:04.200253+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,2,1528591101,15285911010209,8,8,300,150,2,1,8,success,,2.06,1.0,1.0,0.875,0.875,0.875,1,1,8,0,1,1.0,1,0,2,1,1,0,3,1,2,0,0,1335,132,1467,0.00058354,2.0348
20260819T074348Z,2026-08-19T07:44:06.325317+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,2,961883866,9618838660209,8,8,300,150,2,1,8,success,,0.016,0.9333333333333333,1.0,0.8571428571428571,0.75,0.7999999999999999,2,0,7,0,0,0.933333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
20260819T074348Z,2026-08-19T07:43:55.773245+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1470120545,14701205450108,6,6,300,150,3,2,6,success,,11.241,1.0,1.0,1.0,1.0,1.0,0,2,6,0,2,1.0,1,0,3,3,0,0,3,0,3,0,0,1950,150,2100,0.0001785,11.2283
20260819T074348Z,2026-08-19T07:44:05.384475+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,2,2139245632,21392456320209,8,8,300,150,3,2,8,success,,2.024,1.0,1.0,1.0,1.0,1.0,0,2,8,0,2,1.0,1,0,2,2,0,0,4,0,2,0,0,1338,125,1463,0.00057418,2.0036
20260819T074348Z,2026-08-19T07:44:06.367602+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,3,1209483262,12094832620310,10,10,300,150,2,1,10,success,,2.386,1.0,1.0,1.0,1.0,1.0,0,1,10,0,1,1.0,1,0,2,2,0,0,3,0,2,0,0,1335,123,1458,0.00057038,2.3576
20260819T074348Z,2026-08-19T07:44:06.270867+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,2,1205066770,12050667700209,8,8,300,150,3,2,8,success,,2.721,0.8571428571428571,0.8,0.6666666666666666,0.5,0.5714285714285715,4,2,6,0,2,0.857143,0,0,3,1,2,0,2,2,3,0,0,2005,186,2191,0.00085849,2.6998
20260819T074348Z,2026-08-19T07:44:06.142332+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,2,1013733486,10137334860209,8,8,300,150,3,2,8,success,,3.082,1.0,1.0,0.875,0.875,0.875,1,2,8,0,2,1.0,1,0,3,2,1,0,2,1,3,0,0,2005,202,2207,0.00088189,3.0649
20260819T074348Z,2026-08-19T07:44:06.412141+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,3,1409296086,14092960860310,10,10,300,150,4,3,10,success,,3.355,0.9473684210526316,1.0,0.6666666666666666,0.6,0.631578947368421,4,2,9,0,2,0.947368,0,0,3,2,1,0,2,3,3,0,0,2007,209,2216,0.00089271,3.326
20260819T074348Z,2026-08-19T07:44:07.046953+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,3,1868687150,18686871500310,10,10,300,150,3,2,10,success,,2.932,0.888888888888889,0.8333333333333333,0.875,0.7,0.7777777777777777,3,2,8,0,2,0.888889,0,0,3,2,1,0,3,1,3,0,0,2006,192,2198,0.00086756,2.8991
20260819T074348Z,2026-08-19T07:44:08.780603+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,3,1511305649,15113056490310,10,10,300,150,2,1,10,success,,2.861,0.9473684210526316,0.9090909090909091,1.0,0.9,0.9473684210526316,1,1,9,0,1,0.947368,0,0,3,3,0,0,4,0,3,0,0,2005,184,2189,0.00085556,2.8312
20260819T074348Z,2026-08-19T07:44:07.437230+00:00,study1_local,local_llm_rule,oracle,llm,rule,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,3,1851410617,18514106170310,10,10,300,150,3,2,10,success,,4.741,1.0,1.0,0.8,0.8,0.8000000000000002,2,3,10,0,3,1.0,1,0,5,3,2,0,3,2,5,0,0,3342,327,3669,0.00145577,4.7121
