run_id,timestamp_utc,study,arm,selector,readout,prompt,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,status,error,wall_sec,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,interventions_used,submit_directed,submit_undirected,steps_taken,pc_skeleton_f1_ceiling,pc_truth_in_class,belief_undirected_final,decisions,decisions_correct,decisions_wrong,decisions_abstain,orientations_correct,orientations_wrong,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,total_tokens,cost_usd,llm_latency_sec
20260819T074433Z,2026-08-19T07:44:33.802175+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,123393401,1233934010007,4,4,300,150,2,1,4,success,,5.795,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1,0,3,0,0,0.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
20260819T074433Z,2026-08-19T07:44:33.802626+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,325160078,3251600780007,4,4,300,150,3,2,4,success,,6.777,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,1,0,1,0,0,730,62,792,0.0003042,0.9926
20260819T074433Z,2026-08-19T07:44:39.621320+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1943031107,19430311070007,4,4,300,150,3,2,4,success,,1.172,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,730,74,804,0.00032175,1.1655
20260819T074433Z,2026-08-19T07:44:33.802948+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,239607114,2396071140007,4,4,300,150,2,1,4,success,,7.002,0.8571428571428571,1.0,0.3333333333333333,0.25,0.28571428571428575,3,1,3,0,1,0.857143,0,0,1,1,0,0,1,0,1,0,0,732,66,798,0.00031064,1.2087
20260819T074433Z,2026-08-19T07:44:40.820604+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1078156455,10781564550007,4,4,300,150,2,1,4,success,,0.895,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,732,51,783,0.0002887,0.8886
20260819T074433Z,2026-08-19T07:44:40.847483+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1158667886,11586678860007,4,4,300,150,2,1,4,success,,0.879,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,730,51,781,0.00028811,0.8727
20260819T074433Z,2026-08-19T07:44:40.609583+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1580201974,15802019740007,4,4,300,150,2,1,4,success,,2.188,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,732,74,806,0.00032233,2.1818
20260819T074433Z,2026-08-19T07:44:33.803201+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1279549348,12795493480007,4,4,300,150,2,1,4,success,,9.202,1.0,1.0,1.0,1.0,1.0,0,1,4,0,1,1.0,1,0,3,3,0,0,4,0,3,0,0,2194,211,2405,0.00095033,3.4057
20260819T074433Z,2026-08-19T07:44:41.772555+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,1,1004126917,10041269170108,6,6,300,150,3,2,6,success,,2.096,0.9090909090909091,1.0,0.6,0.5,0.5454545454545454,3,1,5,0,1,0.909091,0,0,2,2,0,0,2,0,2,0,0,1459,146,1605,0.00064028,2.0804
20260819T074433Z,2026-08-19T07:44:33.802796+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,0,1719885688,17198856880007,4,4,300,150,3,2,4,success,,10.23,1.0,1.0,1.0,1.0,1.0,0,2,4,0,2,1.0,1,0,3,3,0,0,4,0,3,0,0,2192,192,2384,0.00092196,4.4341
