run_id,arm,model_tag,prompt,level,seed,step,target,a,b,z,se,mu_obs,mu_int,truth,decision,correct,rationale
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,325160078,1,2,2,3,0.31525,0.10078,-0.04381,-0.01204,b_to_a,b_to_a,1,"The z-statistic is less than 1.96, indicating no significant change in X_b's mean under intervention, suggesting the edge runs from X3 to X2."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,1943031107,1,0,0,1,16.82322,0.21341,-0.41421,3.17605,a_to_b,a_to_b,1,"The z-statistic of 16.823 is much greater than 1.96, indicating a significant shift in X_b's mean under the intervention on X_a, thus supporting the direction X0 -> X1."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,239607114,1,0,0,3,1.56733,0.23348,0.27663,-0.0893,b_to_a,b_to_a,1,"The z-statistic is less than 1.96, indicating no significant shift in X_b's mean under the intervention on X_a, suggesting the edge runs from X_b to X_a."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,1078156455,1,2,2,1,26.83215,0.27087,0.06072,7.32876,a_to_b,a_to_b,1,"The z-statistic indicates a significant change in X_b's mean under intervention, supporting the direction X2 -> X1."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,1158667886,1,0,0,1,23.40054,0.15708,0.01397,-3.66172,a_to_b,a_to_b,1,"The z-statistic indicates a significant shift in X_b's mean under intervention, supporting the direction X0 -> X1."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,1580201974,1,2,2,0,40.55076,0.22081,0.27342,-8.68061,a_to_b,a_to_b,1,"The z-statistic of 40.551 is much greater than 1.96, indicating a significant shift in X_b's mean under the intervention on X_a, thus supporting the direction X_a -> X_b."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,1279549348,1,1,1,0,15.20735,0.15384,0.06653,-2.27301,a_to_b,a_to_b,1,"The z-statistic of 15.207 is much greater than 1.96, indicating a statistically significant change in X_b's mean under the intervention on X_a, thus supporting the direction X1 -> X0."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,1279549348,1,1,1,2,1.09761,0.10272,-0.10614,0.00661,b_to_a,b_to_a,1,"The z-statistic is less than 1.96, indicating no significant shift in X_b's mean under the intervention, suggesting the edge runs from X2 to X1."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,1279549348,1,1,1,3,22.599,0.1074,0.04471,-2.38242,a_to_b,a_to_b,1,"The z-statistic of 22.599 is much greater than 1.96, indicating a significant shift in X_b's mean under the intervention, which implies a causal direction from X1 to X3."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,1,1004126917,1,4,4,2,18.74531,0.20853,-0.27798,3.63096,a_to_b,a_to_b,1,"The z-statistic of 18.745 is much greater than 1.96, indicating a significant shift in X_b's mean under the intervention on X_a, thus supporting the direction X4 -> X2."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,1,1004126917,1,4,4,5,43.89965,0.17275,-0.26165,7.32194,a_to_b,a_to_b,1,"The z-statistic of 43.9 is much greater than 1.96, indicating a significant shift in X_b's mean under the intervention on X_a, thus supporting the direction X4 -> X5."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,1719885688,1,0,0,1,1.54117,0.10269,0.01223,-0.14603,b_to_a,b_to_a,1,"The z-statistic of 1.541 is less than the threshold of 1.96, indicating no significant mean shift; thus, the edge runs from X1 to X0."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,1719885688,1,0,0,3,33.89884,0.21754,-0.0381,-7.4125,a_to_b,a_to_b,1,"The z-statistic indicates a significant change in X_b's mean under intervention, supporting the direction X0 -> X3."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,1719885688,2,1,1,2,25.42274,0.11247,0.00581,-2.85359,a_to_b,a_to_b,1,"The z-statistic of 25.423 is much greater than 1.96, indicating a significant shift in X_b's mean under the intervention on X_a, thus supporting the direction X1 -> X2."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,295485567,1,1,1,0,34.12861,0.12316,0.04046,4.2438,a_to_b,a_to_b,1,"The z-statistic of 34.129 is much greater than 1.96, indicating a significant shift in X_b's mean under the intervention, which implies the edge is directed from X1 to X0."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,295485567,1,1,1,2,37.07431,0.18801,0.0935,7.0638,a_to_b,a_to_b,1,"The z-statistic of 37.074 is much greater than 1.96, indicating a significant shift in X_b's mean under the intervention, which implies a causal direction from X1 to X2."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,295485567,1,1,1,3,37.14989,0.14615,0.13347,5.56281,a_to_b,a_to_b,1,"The z-statistic of 37.15 is much greater than 1.96, indicating a significant shift in X_b's mean under the intervention, which implies X1 -> X3."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,0,295485567,2,2,2,3,1.28394,0.20975,0.13347,-0.13584,b_to_a,b_to_a,1,"The z-statistic of 1.284 is less than the threshold of 1.96, indicating that the mean shift in X_b is not statistically significant under the intervention, suggesting the edge runs from X3 to X2."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,1,1470120545,1,5,5,1,23.53367,0.11117,0.05535,2.67164,a_to_b,a_to_b,1,"The z-statistic indicates a significant change in X_b's mean under intervention, supporting the direction X5 -> X1."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,1,1470120545,1,5,5,4,37.51743,0.16422,-0.19433,-6.35542,a_to_b,a_to_b,1,"The z-statistic of 37.517 is much greater than 1.96, indicating a statistically significant change in X_b's mean under the intervention on X_a, thus supporting the direction X5 -> X4."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,1,1470120545,2,2,2,3,19.86779,0.11228,0.06731,-2.16344,a_to_b,a_to_b,1,"The z-statistic indicates a significant shift in X_b's mean under intervention, supporting the direction X2 -> X3."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,1,1343008841,1,0,0,3,2.21862,0.11323,0.092,-0.15921,b_to_a,a_to_b,0,"The z-statistic indicates a significant shift in X_b's mean under the intervention on X_a, supporting the direction X_a -> X_b."
20260819T074433Z,local_llm_rule_z,qwen3-coder-30b-a3b-instruct,rule_z,1,1343008841,1,0,0,5,2.20948,0.09114,0.10978,-0.09161,b_to_a,a_to_b,0,"The z-statistic indicates a significant change in X_b's mean under intervention, supporting the direction X0 -> X5."
