run_id,arm,model_tag,level,seed,step,target,value,undirected_before,undirected_after,mec_size_before,mec_entropy_before,mec_exhaustive,true_gain_chosen,true_gain_best,selection_regret,selection_quality,eig_chosen_nats,eig_best_nats,eig_regret_nats,edges_resolved,orientations_correct,orientations_wrong,selector_meta
20260816T142815Z,llm+llm,gpt-4o-mini-2024-07-18,1,123393401,1,3,2.6821,3,0,4,1.38629,1,3,3,0.0,1.0,1.03972,1.03972,0.0,3,3,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X3 will resolve the undirected edges between X1 and X3, and X0 and X3, revealing their true orientations."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260816T142815Z,eig+llm,gpt-4o-mini-2024-07-18,1,123393401,1,1,3.6193,3,0,4,1.38629,1,2,3,1.0,0.66667,1.03972,1.03972,0.0,3,2,1,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.03972, ""mec_size"": 4, ""mec_entropy_nats"": 1.38629, ""mec_exhaustive"": true}"
20260816T142815Z,oracle+llm,gpt-4o-mini-2024-07-18,1,123393401,1,3,2.6821,3,0,4,1.38629,1,3,3,0.0,1.0,1.03972,1.03972,0.0,3,3,0,"{""rule"": ""max_true_gain"", ""gain"": 3}"
20260816T142815Z,oracle+llm,gpt-4o-mini-2024-07-18,1,295485567,1,2,5.9279,4,0,5,1.60944,1,4,4,0.0,1.0,1.33218,1.33218,0.0,4,4,0,"{""rule"": ""max_true_gain"", ""gain"": 4}"
20260816T142815Z,eig+llm,gpt-4o-mini-2024-07-18,1,295485567,1,2,5.9279,4,0,5,1.60944,1,4,4,0.0,1.0,1.33218,1.33218,0.0,4,4,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.33218, ""mec_size"": 5, ""mec_entropy_nats"": 1.60944, ""mec_exhaustive"": true}"
20260816T142815Z,eig+llm,qwen3-coder-30b-a3b-instruct,1,295485567,1,2,5.9279,4,0,5,1.60944,1,4,4,0.0,1.0,1.33218,1.33218,0.0,4,4,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.33218, ""mec_size"": 5, ""mec_entropy_nats"": 1.60944, ""mec_exhaustive"": true}"
20260816T142815Z,eig+llm,qwen3-coder-30b-a3b-instruct,1,123393401,1,1,3.6193,3,0,4,1.38629,1,2,3,1.0,0.66667,1.03972,1.03972,0.0,3,2,1,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.03972, ""mec_size"": 4, ""mec_entropy_nats"": 1.38629, ""mec_exhaustive"": true}"
20260816T142815Z,llm+llm,qwen3-coder-30b-a3b-instruct,1,123393401,1,1,3.6193,3,0,4,1.38629,1,2,3,1.0,0.66667,1.03972,1.03972,0.0,3,2,1,"{""rule"": ""llm"", ""rationale"": ""Intervening on X1 will resolve the most remaining direction uncertainty. X1 is incident to two undirected edges, which are [1,3] and [1,4]. This intervention will orient these edges correctly and propagate the orientations through the graph, resolving the maximum number of uncertain directions."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260816T142815Z,llm+llm,gpt-4o-mini-2024-07-18,1,295485567,1,2,5.9279,4,0,5,1.60944,1,4,4,0.0,1.0,1.33218,1.33218,0.0,4,4,0,"{""rule"": ""llm"", ""rationale"": ""Intervening on X2 will resolve the orientation of the undirected edges incident to it (X2-X3, X2-X4, X2-X5), providing clarity on the relationships with these variables."", ""wasted_target"": false, ""repeat_target"": false, ""repairs"": 0}"
20260816T142815Z,oracle+llm,gpt-4o-mini-2024-07-18,1,325160078,1,4,2.9348,4,0,5,1.60944,1,4,4,0.0,1.0,1.33218,1.33218,0.0,4,4,0,"{""rule"": ""max_true_gain"", ""gain"": 4}"
20260816T142815Z,eig+llm,gpt-4o-mini-2024-07-18,1,325160078,1,4,2.9348,4,0,5,1.60944,1,4,4,0.0,1.0,1.33218,1.33218,0.0,4,4,0,"{""rule"": ""max_expected_information_gain"", ""eig_nats"": 1.33218, ""mec_size"": 5, ""mec_entropy_nats"": 1.60944, ""mec_exhaustive"": true}"
