run_id,timestamp_utc,study,arm,selector,readout,prompt,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,status,error,wall_sec,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,interventions_used,submit_directed,submit_undirected,steps_taken,pc_skeleton_f1_ceiling,pc_truth_in_class,belief_undirected_final,decisions,decisions_correct,decisions_wrong,decisions_abstain,orientations_correct,orientations_wrong,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,total_tokens,cost_usd,llm_latency_sec
20260819T074605Z,2026-08-19T07:46:05.456254+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,0,123393401,1233934010007,4,4,300,150,2,1,4,success,,5.694,0.8571428571428571,1.0,1.0,0.75,0.8571428571428571,1,0,3,0,0,0.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
20260819T074605Z,2026-08-19T07:46:11.175216+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,0,1943031107,19430311070007,4,4,300,150,3,2,4,success,,1.248,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,460,46,506,9.66e-05,1.2418
20260819T074605Z,2026-08-19T07:46:05.457046+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,0,239607114,2396071140007,4,4,300,150,2,1,4,success,,7.109,0.8571428571428571,1.0,0.3333333333333333,0.25,0.28571428571428575,3,1,3,0,1,0.857143,0,0,1,1,0,0,1,0,1,0,0,462,58,520,0.0001041,1.415
20260819T074605Z,2026-08-19T07:46:05.456705+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,0,325160078,3251600780007,4,4,300,150,3,2,4,success,,7.645,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,1,0,1,0,0,462,58,520,0.0001041,1.9549
20260819T074605Z,2026-08-19T07:46:12.601390+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,0,1078156455,10781564550007,4,4,300,150,2,1,4,success,,1.494,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,461,47,508,9.735e-05,1.4877
20260819T074605Z,2026-08-19T07:46:13.130120+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,0,1158667886,11586678860007,4,4,300,150,2,1,4,success,,1.755,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,1,3,0,1,0.857143,0,0,1,1,0,0,2,1,1,0,0,460,53,513,0.0001008,1.7486
20260819T074605Z,2026-08-19T07:46:05.457298+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,0,1279549348,12795493480007,4,4,300,150,2,1,4,success,,9.741,1.0,1.0,1.0,1.0,1.0,0,1,4,0,1,1.0,1,0,3,3,0,0,4,0,3,0,0,1385,154,1539,0.00030015,4.0477
20260819T074605Z,2026-08-19T07:46:05.456470+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,0,295485567,2954855670007,4,4,300,150,3,2,4,success,,10.761,1.0,1.0,1.0,1.0,1.0,0,2,4,0,2,1.0,1,0,4,4,0,0,4,0,4,0,0,1842,207,2049,0.0004005,5.0709
20260819T074605Z,2026-08-19T07:46:12.455432+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,0,1580201974,15802019740007,4,4,300,150,2,1,4,success,,3.774,0.8571428571428571,1.0,0.6666666666666666,0.5,0.5714285714285715,2,2,3,0,2,0.857143,0,0,3,2,1,0,2,1,3,0,0,1385,146,1531,0.00029535,3.7671
20260819T074605Z,2026-08-19T07:46:14.913688+00:00,study1_local,local_llm_rule_z,oracle,llm,rule_z,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,1,1004126917,10041269170108,6,6,300,150,3,2,6,success,,2.245,0.9090909090909091,1.0,0.6,0.5,0.5454545454545454,3,1,5,0,1,0.909091,0,0,2,2,0,0,2,0,2,0,0,921,100,1021,0.00019815,2.2288
